"","Customer_ID","area_code"
"274",1000274,7
"275",1000275,10
"276",1000276,1
"277",1000277,8
"278",1000278,3
"279",1000279,5
"280",1000280,5
"281",1000281,8
"282",1000282,5
"283",1000283,6
"284",1000284,6
"285",1000285,12
"286",1000286,5
"287",1000287,5
"288",1000288,10
"289",1000289,5
"290",1000290,1
"291",1000291,5
"292",1000292,12
"293",1000293,10
"294",1000294,12
"295",1000295,8
"296",1000296,6
"297",1000297,6
"298",1000298,1
"299",1000299,12
"300",1000300,11
"301",1000301,12
"302",1000302,12
"303",1000303,12
"304",1000304,6
"305",1000305,5
"306",1000306,7
"307",1000307,9
"308",1000308,6
"309",1000309,9
"310",1000310,2
"311",1000311,12
"312",1000312,11
"313",1000313,5
"314",1000314,6
"315",1000315,6
"316",1000316,6
"317",1000317,9
"318",1000318,6
"319",1000319,1
"320",1000320,15
"321",1000321,11
"322",1000322,5
"323",1000323,5
"324",1000324,12
"325",1000325,8
"326",1000326,10
"327",1000327,5
"328",1000328,5
"329",1000329,12
"330",1000330,11
"331",1000331,6
"332",1000332,12
"333",1000333,5
"334",1000334,11
"335",1000335,12
"336",1000336,7
"337",1000337,9
"338",1000338,7
"339",1000339,6
"340",1000340,5
"341",1000341,8
"342",1000342,12
"343",1000343,8
"344",1000344,11
"345",1000345,6
"346",1000346,8
"347",1000347,5
"348",1000348,2
"349",1000349,1
"350",1000350,8
"351",1000351,8
"352",1000352,12
"353",1000353,6
"354",1000354,6
"355",1000355,11
"356",1000356,1
"357",1000357,1
"358",1000358,15
"359",1000359,3
"360",1000360,6
"361",1000361,12
"362",1000362,1
"363",1000363,12
"364",1000364,1
"365",1000365,8
"366",1000366,8
"367",1000367,5
"368",1000368,9
"369",1000369,13
"370",1000370,10
"371",1000371,7
"372",1000372,6
"373",1000373,7
"374",1000374,12
"375",1000375,12
"376",1000376,1
"377",1000377,15
"378",1000378,15
"379",1000379,12
"380",1000380,9
"381",1000381,6
"382",1000382,6
"383",1000383,3
"384",1000384,1
"385",1000385,5
"386",1000386,12
"387",1000387,15
"388",1000388,3
"389",1000389,5
"390",1000390,6
"391",1000391,1
"392",1000392,15
"393",1000393,8
"394",1000394,5
"395",1000395,14
"396",1000396,9
"397",1000397,1
"398",1000398,1
"399",1000399,8
"400",1000400,1
"401",1000401,15
"402",1000402,12
"403",1000403,15
"404",1000404,1
"405",1000405,15
"406",1000406,15
"407",1000407,5
"408",1000408,12
"409",1000409,9
"410",1000410,15
"411",1000411,7
"412",1000412,1
"413",1000413,12
"414",1000414,1
"415",1000415,5
"416",1000416,8
"417",1000417,1
"418",1000418,12
"419",1000419,12
"420",1000420,7
"421",1000421,12
"422",1000422,14
"423",1000423,9
"424",1000424,8
"425",1000425,9
"426",1000426,6
"427",1000427,8
"428",1000428,3
"429",1000429,6
"430",1000430,1
"431",1000431,6
"432",1000432,5
"433",1000433,15
"434",1000434,1
"435",1000435,6
"436",1000436,5
"437",1000437,1
"438",1000438,15
"439",1000439,12
"440",1000440,1
"441",1000441,14
"442",1000442,12
"443",1000443,5
"444",1000444,1
"445",1000445,7
"446",1000446,10
"447",1000447,8
"448",1000448,15
"449",1000449,15
"450",1000450,1
"451",1000451,12
"452",1000452,1
"453",1000453,15
"454",1000454,1
"455",1000455,13
"456",1000456,8
"457",1000457,15
"458",1000458,7
"459",1000459,1
"460",1000460,9
"461",1000461,12
"462",1000462,3
"463",1000463,5
"464",1000464,5
"465",1000465,8
"466",1000466,5
"467",1000467,12
"468",1000468,15
"469",1000469,1
"470",1000470,15
"471",1000471,15
"472",1000472,5
"473",1000473,7
"474",1000474,15
"475",1000475,15
"476",1000476,1
"477",1000477,16
"478",1000478,11
"479",1000479,12
"480",1000480,10
"481",1000481,16
"482",1000482,3
"483",1000483,1
"484",1000484,8
"485",1000485,15
"486",1000486,8
"487",1000487,8
"488",1000488,15
"489",1000489,8
"490",1000490,13
"491",1000491,15
"492",1000492,15
"493",1000493,10
"494",1000494,15
"495",1000495,10
"496",1000496,8
"497",1000497,8
"498",1000498,6
"499",1000499,6
"500",1000500,10
"501",1000501,9
"502",1000502,5
"503",1000503,1
"504",1000504,8
"505",1000505,11
"506",1000506,15
"507",1000507,1
"508",1000508,9
"509",1000509,6
"510",1000510,8
"511",1000511,1
"512",1000512,7
"513",1000513,12
"514",1000514,5
"515",1000515,6
"516",1000516,13
"517",1000517,12
"518",1000518,1
"519",1000519,1
"520",1000520,11
"521",1000521,1
"522",1000522,7
"523",1000523,15
"524",1000524,5
"525",1000525,5
"526",1000526,9
"527",1000527,15
"528",1000528,1
"529",1000529,9
"530",1000530,5
"531",1000531,15
"532",1000532,15
"533",1000533,6
"534",1000534,8
"535",1000535,13
"536",1000536,15
"537",1000537,8
"538",1000538,15
"539",1000539,5
"540",1000540,5
"541",1000541,6
"542",1000542,7
"543",1000543,8
"544",1000544,15
"545",1000545,5
"546",1000546,15
"547",1000547,15
"548",1000548,1
"549",1000549,10
"550",1000550,15
"551",1000551,15
"552",1000552,4
"553",1000553,15
"554",1000554,10
"555",1000555,1
"556",1000556,15
"557",1000557,13
"558",1000558,5
"559",1000559,1
"560",1000560,15
"561",1000561,5
"562",1000562,15
"563",1000563,8
"564",1000564,3
"565",1000565,3
"566",1000566,15
"567",1000567,1
"568",1000568,15
"569",1000569,15
"570",1000570,5
"571",1000571,15
"572",1000572,15
"573",1000573,15
"574",1000574,15
"575",1000575,15
"576",1000576,15
"577",1000577,15
"578",1000578,15
"579",1000579,9
"580",1000580,8
"581",1000581,3
"582",1000582,15
"583",1000583,5
"584",1000584,2
"585",1000585,5
"586",1000586,8
"587",1000587,15
"588",1000588,12
"589",1000589,6
"590",1000590,11
"591",1000591,8
"592",1000592,12
"593",1000593,8
"594",1000594,5
"595",1000595,10
"596",1000596,15
"597",1000597,8
"598",1000598,15
"599",1000599,15
"600",1000600,15
"601",1000601,7
"602",1000602,5
"603",1000603,8
"604",1000604,15
"605",1000605,1
"606",1000606,8
"607",1000607,8
"608",1000608,5
"609",1000609,8
"610",1000610,5
"611",1000611,10
"612",1000612,15
"613",1000613,8
"614",1000614,5
"615",1000615,15
"616",1000616,12
"617",1000617,1
"618",1000618,8
"619",1000619,13
"620",1000620,15
"621",1000621,11
"622",1000622,12
"623",1000623,1
"624",1000624,12
"625",1000625,12
"626",1000626,12
"627",1000627,4
"628",1000628,9
"629",1000629,6
"630",1000630,12
"631",1000631,12
"632",1000632,12
"633",1000633,5
"634",1000634,12
"635",1000635,15
"636",1000636,15
"637",1000637,8
"638",1000638,15
"639",1000639,13
"640",1000640,14
"641",1000641,12
"642",1000642,14
"643",1000643,6
"644",1000644,8
"645",1000645,12
"646",1000646,1
"647",1000647,12
"648",1000648,15
"649",1000649,1
"650",1000650,1
"651",1000651,12
"652",1000652,9
"653",1000653,15
"654",1000654,7
"655",1000655,3
"656",1000656,13
"657",1000657,8
"658",1000658,15
"659",1000659,1
"660",1000660,9
"661",1000661,15
"662",1000662,5
"663",1000663,5
"664",1000664,1
"665",1000665,15
"666",1000666,1
"667",1000667,12
"668",1000668,1
"669",1000669,8
"670",1000670,13
"671",1000671,1
"672",1000672,8
"673",1000673,10
"674",1000674,11
"675",1000675,6
"676",1000676,5
"677",1000677,9
"678",1000678,14
"679",1000679,8
"680",1000680,1
"681",1000681,13
"682",1000682,5
"683",1000683,1
"684",1000684,3
"685",1000685,15
"686",1000686,15
"687",1000687,3
"688",1000688,9
"689",1000689,12
"690",1000690,15
"691",1000691,3
"692",1000692,11
"693",1000693,1
"694",1000694,12
"695",1000695,9
"696",1000696,9
"697",1000697,15
"698",1000698,8
"699",1000699,5
"700",1000700,1
"701",1000701,13
"702",1000702,13
"703",1000703,5
"704",1000704,12
"705",1000705,15
"706",1000706,10
"707",1000707,12
"708",1000708,15
"709",1000709,10
"710",1000710,12
"711",1000711,5
"712",1000712,13
"713",1000713,1
"714",1000714,8
"715",1000715,9
"716",1000716,15
"717",1000717,8
"718",1000718,15
"719",1000719,1
"720",1000720,10
"721",1000721,2
"722",1000722,15
"723",1000723,8
"724",1000724,15
"725",1000725,3
"726",1000726,15
"727",1000727,1
"728",1000728,1
"729",1000729,8
"730",1000730,8
"731",1000731,15
"732",1000732,15
"733",1000733,9
"734",1000734,15
"735",1000735,5
"736",1000736,13
"737",1000737,8
"738",1000738,8
"739",1000739,15
"740",1000740,7
"741",1000741,1
"742",1000742,1
"743",1000743,13
"744",1000744,9
"745",1000745,9
"746",1000746,10
"747",1000747,13
"748",1000748,1
"749",1000749,8
"750",1000750,15
"751",1000751,10
"752",1000752,1
"753",1000753,1
"754",1000754,15
"755",1000755,3
"756",1000756,16
"757",1000757,13
"758",1000758,15
"759",1000759,8
"760",1000760,13
"761",1000761,6
"762",1000762,5
"763",1000763,3
"764",1000764,15
"765",1000765,5
"766",1000766,8
"767",1000767,8
"768",1000768,5
"769",1000769,8
"770",1000770,13
"771",1000771,8
"772",1000772,1
"773",1000773,6
"774",1000774,9
"775",1000775,1
"776",1000776,7
"777",1000777,15
"778",1000778,15
"779",1000779,15
"780",1000780,5
"781",1000781,15
"782",1000782,15
"783",1000783,1
"784",1000784,5
"785",1000785,9
"786",1000786,15
"787",1000787,6
"788",1000788,1
"789",1000789,7
"790",1000790,13
"791",1000791,3
"792",1000792,8
"793",1000793,9
"794",1000794,8
"795",1000795,13
"796",1000796,15
"797",1000797,13
"798",1000798,6
"799",1000799,5
"800",1000800,1
"801",1000801,3
"802",1000802,8
"803",1000803,5
"804",1000804,13
"805",1000805,5
"806",1000806,11
"807",1000807,5
"808",1000808,8
"809",1000809,13
"810",1000810,13
"811",1000811,1
"812",1000812,1
"813",1000813,15
"814",1000814,1
"815",1000815,15
"816",1000816,15
"817",1000817,8
"818",1000818,5
"819",1000819,8
"820",1000820,15
"821",1000821,15
"822",1000822,8
"823",1000823,1
"824",1000824,15
"825",1000825,13
"826",1000826,13
"827",1000827,15
"828",1000828,10
"829",1000829,9
"830",1000830,13
"831",1000831,1
"832",1000832,1
"833",1000833,1
"834",1000834,13
"835",1000835,15
"836",1000836,8
"837",1000837,8
"838",1000838,1
"839",1000839,13
"840",1000840,13
"841",1000841,5
"842",1000842,15
"843",1000843,5
"844",1000844,8
"845",1000845,9
"846",1000846,5
"847",1000847,6
"848",1000848,5
"849",1000849,8
"850",1000850,13
"851",1000851,15
"852",1000852,15
"853",1000853,1
"854",1000854,7
"855",1000855,15
"856",1000856,7
"857",1000857,6
"858",1000858,4
"859",1000859,4
"860",1000860,6
"861",1000861,3
"862",1000862,9
"863",1000863,8
"864",1000864,7
"865",1000865,16
"866",1000866,15
"867",1000867,5
"868",1000868,8
"869",1000869,1
"870",1000870,1
"871",1000871,15
"872",1000872,5
"873",1000873,13
"874",1000874,12
"875",1000875,13
"876",1000876,1
"877",1000877,1
"878",1000878,16
"879",1000879,5
"880",1000880,16
"881",1000881,5
"882",1000882,1
"883",1000883,13
"884",1000884,8
"885",1000885,7
"886",1000886,9
"887",1000887,3
"888",1000888,15
"889",1000889,16
"890",1000890,7
"891",1000891,13
"892",1000892,4
"893",1000893,8
"894",1000894,15
"895",1000895,5
"896",1000896,5
"897",1000897,5
"898",1000898,11
"899",1000899,1
"900",1000900,6
"901",1000901,8
"902",1000902,16
"903",1000903,15
"904",1000904,7
"905",1000905,5
"906",1000906,16
"907",1000907,8
"908",1000908,1
"909",1000909,9
"910",1000910,5
"911",1000911,8
"912",1000912,13
"913",1000913,16
"914",1000914,5
"915",1000915,12
"916",1000916,6
"917",1000917,16
"918",1000918,13
"919",1000919,14
"920",1000920,4
"921",1000921,12
"922",1000922,3
"923",1000923,13
"924",1000924,5
"925",1000925,8
"926",1000926,13
"927",1000927,16
"928",1000928,8
"929",1000929,13
"930",1000930,5
"931",1000931,16
"932",1000932,3
"933",1000933,13
"934",1000934,3
"935",1000935,16
"936",1000936,6
"937",1000937,13
"938",1000938,16
"939",1000939,12
"940",1000940,13
"941",1000941,8
"942",1000942,13
"943",1000943,15
"944",1000944,13
"945",1000945,9
"946",1000946,6
"947",1000947,8
"948",1000948,5
"949",1000949,16
"950",1000950,1
"951",1000951,10
"952",1000952,10
"953",1000953,12
"954",1000954,13
"955",1000955,16
"956",1000956,13
"957",1000957,1
"958",1000958,4
"959",1000959,13
"960",1000960,3
"961",1000961,8
"962",1000962,8
"963",1000963,9
"964",1000964,8
"965",1000965,11
"966",1000966,5
"967",1000967,3
"968",1000968,3
"969",1000969,16
"970",1000970,9
"971",1000971,15
"972",1000972,13
"973",1000973,13
"974",1000974,16
"975",1000975,13
"976",1000976,13
"977",1000977,4
"978",1000978,6
"979",1000979,5
"980",1000980,7
"981",1000981,16
"982",1000982,13
"983",1000983,16
"984",1000984,6
"985",1000985,13
"986",1000986,5
"987",1000987,9
"988",1000988,13
"989",1000989,3
"990",1000990,11
"991",1000991,6
"992",1000992,13
"993",1000993,8
"994",1000994,13
"995",1000995,1
"996",1000996,16
"997",1000997,1
"998",1000998,6
"999",1000999,5
"1000",1001000,6
"1001",1001001,6
"1002",1001002,13
"1003",1001003,15
"1004",1001004,8
"1005",1001005,6
"1006",1001006,8
"1007",1001007,13
"1008",1001008,8
"1009",1001009,16
"1010",1001010,1
"1011",1001011,13
"1012",1001012,7
"1013",1001013,16
"1014",1001014,9
"1015",1001015,13
"1016",1001016,5
"1017",1001017,9
"1018",1001018,8
"1019",1001019,16
"1020",1001020,15
"1021",1001021,16
"1022",1001022,5
"1023",1001023,13
"1024",1001024,5
"1025",1001025,5
"1026",1001026,1
"1027",1001027,12
"1028",1001028,9
"1029",1001029,11
"1030",1001030,9
"1031",1001031,5
"1032",1001032,8
"1033",1001033,5
"1034",1001034,5
"1035",1001035,5
"1036",1001036,3
"1037",1001037,8
"1038",1001038,5
"1039",1001039,5
"1040",1001040,5
"1041",1001041,13
"1042",1001042,16
"1043",1001043,5
"1044",1001044,13
"1045",1001045,16
"1046",1001046,5
"1047",1001047,3
"1048",1001048,8
"1049",1001049,15
"1050",1001050,9
"1051",1001051,8
"1052",1001052,8
"1053",1001053,3
"1054",1001054,15
"1055",1001055,5
"1056",1001056,13
"1057",1001057,13
"1058",1001058,1
"1059",1001059,5
"1060",1001060,13
"1061",1001061,13
"1062",1001062,6
"1063",1001063,8
"1064",1001064,6
"1065",1001065,9
"1066",1001066,7
"1067",1001067,1
"1068",1001068,5
"1069",1001069,1
"1070",1001070,13
"1071",1001071,16
"1072",1001072,8
"1073",1001073,5
"1074",1001074,13
"1075",1001075,13
"1076",1001076,5
"1077",1001077,13
"1078",1001078,7
"1079",1001079,8
"1080",1001080,13
"1081",1001081,5
"1082",1001082,13
"1083",1001083,13
"1084",1001084,5
"1085",1001085,8
"1086",1001086,15
"1087",1001087,5
"1088",1001088,7
"1089",1001089,3
"1090",1001090,7
"1091",1001091,15
"1092",1001092,8
"1093",1001093,3
"1094",1001094,4
"1095",1001095,3
"1096",1001096,10
"1097",1001097,16
"1098",1001098,13
"1099",1001099,11
"1100",1001100,3
"1101",1001101,5
"1102",1001102,8
"1103",1001103,8
"1104",1001104,8
"1105",1001105,13
"1106",1001106,5
"1107",1001107,3
"1108",1001108,13
"1109",1001109,6
"1110",1001110,12
"1111",1001111,16
"1112",1001112,5
"1113",1001113,3
"1114",1001114,13
"1115",1001115,9
"1116",1001116,7
"1117",1001117,13
"1118",1001118,13
"1119",1001119,6
"1120",1001120,13
"1121",1001121,8
"1122",1001122,6
"1123",1001123,13
"1124",1001124,16
"1125",1001125,1
"1126",1001126,6
"1127",1001127,4
"1128",1001128,5
"1129",1001129,8
"1130",1001130,5
"1131",1001131,5
"1132",1001132,1
"1133",1001133,9
"1134",1001134,5
"1135",1001135,9
"1136",1001136,13
"1137",1001137,15
"1138",1001138,6
"1139",1001139,15
"1140",1001140,16
"1141",1001141,4
"1142",1001142,16
"1143",1001143,6
"1144",1001144,16
"1145",1001145,5
"1146",1001146,4
"1147",1001147,4
"1148",1001148,6
"1149",1001149,16
"1150",1001150,1
"1151",1001151,13
"1152",1001152,9
"1153",1001153,15
"1154",1001154,1
"1155",1001155,10
"1156",1001156,1
"1157",1001157,9
"1158",1001158,3
"1159",1001159,10
"1160",1001160,16
"1161",1001161,5
"1162",1001162,8
"1163",1001163,13
"1164",1001164,5
"1165",1001165,13
"1166",1001166,9
"1167",1001167,3
"1168",1001168,13
"1169",1001169,13
"1170",1001170,8
"1171",1001171,1
"1172",1001172,3
"1173",1001173,15
"1174",1001174,12
"1175",1001175,6
"1176",1001176,5
"1177",1001177,16
"1178",1001178,3
"1179",1001179,4
"1180",1001180,5
"1181",1001181,1
"1182",1001182,16
"1183",1001183,5
"1184",1001184,6
"1185",1001185,16
"1186",1001186,3
"1187",1001187,6
"1188",1001188,16
"1189",1001189,13
"1190",1001190,5
"1191",1001191,8
"1192",1001192,5
"1193",1001193,15
"1194",1001194,3
"1195",1001195,5
"1196",1001196,5
"1197",1001197,4
"1198",1001198,5
"1199",1001199,9
"1200",1001200,5
"1201",1001201,1
"1202",1001202,13
"1203",1001203,5
"1204",1001204,8
"1205",1001205,10
"1206",1001206,10
"1207",1001207,3
"1208",1001208,8
"1209",1001209,7
"1210",1001210,3
"1211",1001211,15
"1212",1001212,12
"1213",1001213,8
"1214",1001214,13
"1215",1001215,5
"1216",1001216,8
"1217",1001217,16
"1218",1001218,5
"1219",1001219,4
"1220",1001220,6
"1221",1001221,15
"1222",1001222,6
"1223",1001223,5
"1224",1001224,5
"1225",1001225,1
"1226",1001226,13
"1227",1001227,13
"1228",1001228,5
"1229",1001229,12
"1230",1001230,13
"1231",1001231,16
"1232",1001232,6
"1233",1001233,13
"1234",1001234,15
"1235",1001235,3
"1236",1001236,5
"1237",1001237,4
"1238",1001238,8
"1239",1001239,13
"1240",1001240,16
"1241",1001241,12
"1242",1001242,16
"1243",1001243,15
"1244",1001244,6
"1245",1001245,13
"1246",1001246,8
"1247",1001247,3
"1248",1001248,13
"1249",1001249,15
"1250",1001250,16
"1251",1001251,13
"1252",1001252,3
"1253",1001253,13
"1254",1001254,15
"1255",1001255,16
"1256",1001256,15
"1257",1001257,15
"1258",1001258,3
"1259",1001259,13
"1260",1001260,8
"1261",1001261,13
"1262",1001262,1
"1263",1001263,4
"1264",1001264,9
"1265",1001265,13
"1266",1001266,6
"1267",1001267,12
"1268",1001268,5
"1269",1001269,5
"1270",1001270,5
"1271",1001271,5
"1272",1001272,8
"1273",1001273,15
"1274",1001274,7
"1275",1001275,3
"1276",1001276,12
"1277",1001277,5
"1278",1001278,8
"1279",1001279,13
"1280",1001280,8
"1281",1001281,7
"1282",1001282,5
"1283",1001283,15
"1284",1001284,16
"1285",1001285,3
"1286",1001286,8
"1287",1001287,9
"1288",1001288,15
"1289",1001289,6
"1290",1001290,1
"1291",1001291,6
"1292",1001292,13
"1293",1001293,7
"1294",1001294,3
"1295",1001295,7
"1296",1001296,7
"1297",1001297,15
"1298",1001298,15
"1299",1001299,3
"1300",1001300,16
"1301",1001301,2
"1302",1001302,8
"1303",1001303,5
"1304",1001304,5
"1305",1001305,13
"1306",1001306,6
"1307",1001307,3
"1308",1001308,15
"1309",1001309,9
"1310",1001310,5
"1311",1001311,16
"1312",1001312,6
"1313",1001313,6
"1314",1001314,5
"1315",1001315,16
"1316",1001316,11
"1317",1001317,6
"1318",1001318,5
"1319",1001319,13
"1320",1001320,6
"1321",1001321,1
"1322",1001322,1
"1323",1001323,8
"1324",1001324,3
"1325",1001325,6
"1326",1001326,6
"1327",1001327,16
"1328",1001328,5
"1329",1001329,5
"1330",1001330,6
"1331",1001331,8
"1332",1001332,1
"1333",1001333,4
"1334",1001334,6
"1335",1001335,8
"1336",1001336,13
"1337",1001337,8
"1338",1001338,16
"1339",1001339,6
"1340",1001340,12
"1341",1001341,1
"1342",1001342,13
"1343",1001343,7
"1344",1001344,13
"1345",1001345,15
"1346",1001346,5
"1347",1001347,8
"1348",1001348,13
"1349",1001349,1
"1350",1001350,13
"1351",1001351,13
"1352",1001352,6
"1353",1001353,15
"1354",1001354,13
"1355",1001355,8
"1356",1001356,16
"1357",1001357,15
"1358",1001358,12
"1359",1001359,7
"1360",1001360,8
"1361",1001361,2
"1362",1001362,11
"1363",1001363,6
"1364",1001364,5
"1365",1001365,5
"1366",1001366,7
"1367",1001367,6
"1368",1001368,3
"1369",1001369,14
"1370",1001370,9
"1371",1001371,7
"1372",1001372,13
"1373",1001373,6
"1374",1001374,16
"1375",1001375,13
"1376",1001376,3
"1377",1001377,8
"1378",1001378,15
"1379",1001379,13
"1380",1001380,6
"1381",1001381,8
"1382",1001382,6
"1383",1001383,16
"1384",1001384,9
"1385",1001385,8
"1386",1001386,13
"1387",1001387,3
"1388",1001388,5
"1389",1001389,8
"1390",1001390,3
"1391",1001391,13
"1392",1001392,3
"1393",1001393,3
"1394",1001394,5
"1395",1001395,6
"1396",1001396,7
"1397",1001397,3
"1398",1001398,12
"1399",1001399,6
"1400",1001400,7
"1401",1001401,1
"1402",1001402,11
"1403",1001403,9
"1404",1001404,5
"1405",1001405,4
"1406",1001406,6
"1407",1001407,13
"1408",1001408,8
"1409",1001409,5
"1410",1001410,8
"1411",1001411,8
"1412",1001412,9
"1413",1001413,3
"1414",1001414,11
"1415",1001415,13
"1416",1001416,16
"1417",1001417,16
"1418",1001418,13
"1419",1001419,8
"1420",1001420,16
"1421",1001421,8
"1422",1001422,1
"1423",1001423,15
"1424",1001424,3
"1425",1001425,8
"1426",1001426,16
"1427",1001427,8
"1428",1001428,13
"1429",1001429,10
"1430",1001430,5
"1431",1001431,7
"1432",1001432,6
"1433",1001433,14
"1434",1001434,7
"1435",1001435,5
"1436",1001436,9
"1437",1001437,5
"1438",1001438,15
"1439",1001439,16
"1440",1001440,8
"1441",1001441,6
"1442",1001442,6
"1443",1001443,3
"1444",1001444,13
"1445",1001445,9
"1446",1001446,15
"1447",1001447,3
"1448",1001448,15
"1449",1001449,5
"1450",1001450,8
"1451",1001451,5
"1452",1001452,3
"1453",1001453,6
"1454",1001454,4
"1455",1001455,8
"1456",1001456,4
"1457",1001457,16
"1458",1001458,5
"1459",1001459,8
"1460",1001460,1
"1461",1001461,1
"1462",1001462,6
"1463",1001463,3
"1464",1001464,8
"1465",1001465,8
"1466",1001466,5
"1467",1001467,16
"1468",1001468,16
"1469",1001469,1
"1470",1001470,13
"1471",1001471,8
"1472",1001472,6
"1473",1001473,3
"1474",1001474,11
"1475",1001475,8
"1476",1001476,13
"1477",1001477,16
"1478",1001478,16
"1479",1001479,4
"1480",1001480,5
"1481",1001481,4
"1482",1001482,8
"1483",1001483,8
"1484",1001484,13
"1485",1001485,3
"1486",1001486,6
"1487",1001487,3
"1488",1001488,10
"1489",1001489,4
"1490",1001490,5
"1491",1001491,13
"1492",1001492,5
"1493",1001493,4
"1494",1001494,12
"1495",1001495,5
"1496",1001496,4
"1497",1001497,6
