transaction_id,transaction_amount_usd,transaction_hour,distance_from_home_miles,is_foreign_transaction,transactions_last_24h,merchant_risk_score,fraud
T00826,30.97,9,12.7,0,2,55.9,Not Fraud
T03363,70.49,3,116.8,0,1,18.8,Not Fraud
T02432,155.87,19,7.4,0,2,10.6,Not Fraud
T01823,36.28,12,14.8,0,3,39.9,Not Fraud
T01579,32.55,15,1.8,0,2,28.2,Not Fraud
T02552,16.87,10,46.2,0,1,27.3,Not Fraud
T01614,7.21,5,10.1,0,1,56.7,Not Fraud
T03587,9.11,9,22.4,0,1,28.3,Not Fraud
T01222,10.58,15,10.8,0,5,30.4,Not Fraud
T00018,53.45,18,1.6,0,4,23.2,Not Fraud
T00246,16.56,3,1.4,0,2,29.3,Not Fraud
T03832,3.99,22,2.7,0,2,37.7,Not Fraud
T00271,40.76,5,5,0,0,38.3,Not Fraud
T00346,28.94,15,14.9,0,1,9.4,Not Fraud
T02287,17.24,8,33,0,3,19.2,Not Fraud
T00540,160.8,21,2.5,0,2,9.9,Not Fraud
T01841,51.93,19,2,0,4,54.6,Not Fraud
T00039,25.3,23,3.3,1,3,16.4,Not Fraud
T03117,21.18,1,240.7,0,6,12.9,Fraud
T02415,105.62,19,5.4,0,2,37.8,Not Fraud
T02424,38.6,1,64.2,0,4,35.2,Not Fraud
T04320,11.02,16,103,1,2,33.2,Fraud
T00961,37.39,6,25.3,0,3,44.5,Not Fraud
T03691,54.25,7,6,0,2,31.4,Not Fraud
T03272,50.84,20,2.1,0,2,17.1,Not Fraud
T01377,39.45,19,13.4,0,1,21.9,Not Fraud
T03436,10.42,14,5.3,0,0,27.1,Not Fraud
T04236,8.01,13,3.5,0,2,42,Not Fraud
T02758,7.65,0,14.4,0,0,31.1,Not Fraud
T03901,20.67,12,51.5,0,3,25.9,Fraud
T02280,6.09,22,1.2,0,4,15.9,Not Fraud
T03649,151.3,7,7.3,0,0,20.9,Not Fraud
T00124,14.69,11,4.1,0,5,44.6,Not Fraud
T00224,186.41,7,14,0,5,73.3,Not Fraud
T04528,70.79,0,12.3,0,1,53.7,Fraud
T03303,11.7,18,2.8,0,2,51.8,Not Fraud
T03990,55.19,13,11.1,0,2,18,Not Fraud
T02284,74.31,20,1.7,0,5,31.6,Not Fraud
T01186,1.44,0,1.1,0,3,6.9,Not Fraud
T01187,10.55,3,27.1,0,4,7.7,Not Fraud
T04016,3.06,7,17.1,0,5,28.4,Not Fraud
T03254,7.15,18,1.2,0,3,34.8,Not Fraud
T00751,64.59,16,8.1,0,0,22.3,Not Fraud
T02553,28.26,9,40.3,0,4,4.9,Not Fraud
T01906,15.9,18,5.3,0,2,30.6,Not Fraud
T01871,26.36,22,1.6,0,0,35.3,Not Fraud
T03976,64.08,18,0.5,0,0,41.6,Not Fraud
T04284,47.96,5,2.4,0,1,26.7,Not Fraud
T03399,14.79,7,4,0,4,18.3,Not Fraud
T01024,47.29,20,29.6,1,5,15.7,Not Fraud
T02011,66.77,9,1.8,1,1,14.1,Not Fraud
T04724,61.72,1,5,0,1,18.3,Not Fraud
T03085,8.03,18,7.1,0,1,38.1,Fraud
T00939,92.84,18,13.2,0,1,18.5,Not Fraud
T01197,58.33,15,72.8,0,2,24.3,Not Fraud
T04526,581.47,3,75,1,2,36.9,Fraud
T02473,14.91,14,8.7,0,2,33.3,Not Fraud
T00849,70.6,17,2.1,0,3,18.5,Not Fraud
T04908,33.23,11,1.2,0,1,37.1,Not Fraud
T03626,15.82,1,88.7,0,2,43.2,Not Fraud
T04086,53.61,10,42.2,0,3,15.3,Not Fraud
T04067,33.69,19,26.8,0,2,29,Fraud
T03375,18.07,2,8,0,0,54.4,Not Fraud
T02223,275.83,5,72.8,0,3,31.3,Not Fraud
T00303,3.79,20,4.3,1,0,49.4,Not Fraud
T02593,38.51,8,4.4,0,0,44,Not Fraud
T03109,92.58,10,4.7,0,6,7.8,Not Fraud
T00613,41.76,15,59,0,3,25.3,Not Fraud
T01767,41.15,7,1.2,0,5,32.6,Not Fraud
T03520,25.73,10,107.1,0,6,23,Not Fraud
T04489,32.69,20,13,0,3,57.4,Not Fraud
T01531,24.63,13,71,0,2,41.4,Not Fraud
T01585,32.54,7,8.4,0,2,37.7,Not Fraud
T03532,4.25,19,17.7,0,3,2.5,Not Fraud
T02683,4.62,0,1.4,0,0,26,Not Fraud
T01690,26.49,13,3.7,0,3,3.9,Not Fraud
T03384,24.82,8,4.7,0,1,21.2,Not Fraud
T02206,77.84,21,16.6,0,2,46.2,Not Fraud
T01868,74.69,11,4.7,0,3,14,Not Fraud
T04317,58.03,2,9.9,0,3,32,Fraud
T02921,11.72,10,13.6,0,4,14.6,Not Fraud
T00873,17.93,5,78.9,0,4,44.2,Fraud
T04402,47.43,23,9.8,0,3,39.9,Not Fraud
T01338,31.17,7,8.8,0,4,17.7,Not Fraud
T00735,131.39,21,3.5,0,1,6.6,Not Fraud
T04436,33.53,16,45.7,0,2,31.8,Not Fraud
T04283,90.67,1,7.9,0,1,12.5,Not Fraud
T02025,241.26,13,58.2,0,4,45,Not Fraud
T03880,69.8,18,59,0,5,17.4,Not Fraud
T01626,34.38,3,13.4,0,2,49.8,Not Fraud
T02612,19.81,2,10,0,6,30.2,Not Fraud
T02139,60.9,20,18.3,0,4,58.7,Not Fraud
T04917,5.56,0,0.8,0,1,10.5,Not Fraud
T02127,58.29,6,3.9,0,1,13.5,Not Fraud
T01650,61.13,13,3.6,0,1,37.2,Not Fraud
T03738,95.2,2,3.3,0,2,13.4,Not Fraud
T00923,2.99,2,10.4,0,7,12.9,Not Fraud
T01483,25.15,14,41.9,0,2,7.5,Not Fraud
T03635,9.18,16,10.5,0,2,20.4,Not Fraud
T03876,5.88,23,5.9,0,1,16.4,Not Fraud
T02171,20.55,4,1.9,0,2,21.8,Not Fraud
T02156,10.06,20,6.7,1,0,15.3,Not Fraud
T00461,76.18,21,1.7,0,5,13.5,Not Fraud
T01171,11.41,5,34.4,0,3,41.4,Not Fraud
T04967,63.27,21,8.9,0,8,43.7,Not Fraud
T04865,40.04,18,1.9,0,6,52.2,Not Fraud
T04965,222.51,14,50.2,0,5,51.6,Fraud
T04770,22.88,15,17.1,0,1,15.7,Not Fraud
T03621,7.14,0,54.6,0,3,23.6,Not Fraud
T01014,45.23,18,25.1,0,3,53.1,Not Fraud
T01323,60.9,17,12.7,0,2,10.1,Not Fraud
T01170,34.71,22,2.2,0,1,21.1,Not Fraud
T02208,4.06,4,23.8,0,0,20,Not Fraud
T04396,84.9,2,49.5,0,2,21.5,Fraud
T01983,46.94,4,26.2,0,0,25.9,Not Fraud
T03625,36.82,3,16.9,0,3,17,Not Fraud
T04619,54.65,19,23.6,0,0,23.3,Not Fraud
T02241,2.98,8,105.3,0,3,5.3,Not Fraud
T02925,36.24,0,5.5,0,4,31,Not Fraud
T04037,40.5,0,17.7,0,2,28.3,Not Fraud
T01264,170.63,7,9.6,0,3,26,Not Fraud
T00037,150.74,13,21.3,0,2,50.3,Not Fraud
T03300,10.34,23,2.9,0,2,13.9,Fraud
T02467,22.97,3,9,0,2,29.4,Not Fraud
T04404,52.87,10,0.4,0,3,20.7,Not Fraud
T03619,14.87,18,8.5,0,2,6.8,Not Fraud
T04631,19.16,15,12.8,0,4,45.3,Not Fraud
T02732,14.9,23,17,0,6,21.6,Not Fraud
T00304,29.65,13,0.5,0,1,61.8,Not Fraud
T04769,42.33,16,19.7,0,1,33.3,Not Fraud
T02204,11.38,10,17.9,0,3,15.9,Not Fraud
T01820,13.81,18,7,1,2,73.7,Not Fraud
T04424,29.19,12,3.4,0,2,33.8,Not Fraud
T02844,76.19,16,1.3,0,2,37.3,Not Fraud
T03536,34.51,21,11.2,0,3,33.9,Fraud
T02554,134.37,9,1.2,0,1,34.3,Not Fraud
T01259,23.62,2,16.6,0,1,32.3,Not Fraud
T02715,33.97,12,19.8,0,2,4.8,Not Fraud
T03234,5.95,17,1.5,0,2,15.7,Not Fraud
T02633,36.64,14,10.1,0,2,18.3,Not Fraud
T03929,39.38,5,89.2,0,4,7.9,Fraud
T04789,58.21,23,7.8,0,4,28.1,Not Fraud
T04715,415.33,3,16.4,0,2,16.6,Fraud
T04035,90.43,16,18,0,0,36.6,Fraud
T01599,45.49,1,23.8,0,1,17.9,Not Fraud
T02189,9.91,16,20.3,0,4,34,Not Fraud
T04855,11.7,5,27.9,0,0,30.1,Not Fraud
T03069,12.74,7,14.3,0,0,63.7,Not Fraud
T01898,18.04,4,7,0,1,51.4,Not Fraud
T00288,42.54,1,54.7,0,0,42.5,Fraud
T01191,16.77,18,0.7,1,0,16,Not Fraud
T01989,17.73,20,5.4,0,3,44.7,Not Fraud
T00323,84.36,8,15.3,0,3,35.4,Fraud
T00195,15.66,14,8.4,0,3,15.3,Not Fraud
T04732,125.37,23,30,0,0,3.7,Fraud
T03645,20.98,18,21.9,1,2,21.4,Not Fraud
T00909,411.97,14,15.2,0,2,34.8,Fraud
T02488,38.53,16,28.3,0,4,28.1,Not Fraud
T00581,115.65,14,8,0,2,28.9,Not Fraud
T00262,47.34,14,2.5,1,3,50.2,Not Fraud
T01730,18.52,7,8.1,0,0,48,Not Fraud
T04491,10.95,11,5.4,0,2,73,Not Fraud
T01941,19.42,5,1.4,0,3,7.8,Not Fraud
T02621,15.87,14,1.8,0,3,35.9,Not Fraud
T01324,12.57,1,7.6,0,2,36.7,Not Fraud
T03220,21.23,5,0.7,0,3,48.4,Not Fraud
T03266,5.3,8,1.4,1,2,8.6,Not Fraud
T00204,205.33,8,21.6,1,3,18.1,Fraud
T03229,13.6,6,16.8,0,2,15.2,Not Fraud
T00003,9.49,5,22.9,0,5,45.8,Not Fraud
T04793,65.63,16,7.8,0,1,12.4,Not Fraud
T02022,81.98,11,111.1,0,1,60.7,Not Fraud
T04756,2.65,17,20.2,0,2,27.2,Not Fraud
T04725,35.08,11,3.5,0,2,15,Not Fraud
T02454,33.31,14,5.7,0,5,33.8,Not Fraud
T04202,27.06,0,10.5,0,2,35,Not Fraud
T02774,177.15,18,11.1,0,4,15,Not Fraud
T04964,6.52,2,3.6,0,5,24.5,Not Fraud
T03082,14.55,6,19.9,0,0,28.4,Not Fraud
T04247,83.82,3,11.9,0,2,16.3,Not Fraud
T02435,77.53,23,2.6,0,1,55.7,Not Fraud
T02781,19.36,9,10.4,0,1,17,Not Fraud
T01220,10.81,11,12.3,0,1,56.8,Not Fraud
T02045,202.92,22,8.3,1,1,29.4,Not Fraud
T04388,102.86,1,3.2,0,2,74,Fraud
T03200,43.64,3,1.5,0,2,74.8,Fraud
T03070,110.92,3,20.4,0,2,68.8,Fraud
T01369,62.96,15,8.3,0,2,25.9,Not Fraud
T02599,57,20,11.6,0,2,24.3,Not Fraud
T00403,8.84,19,18.8,0,1,21.7,Not Fraud
T00791,51.76,5,12.4,0,1,33.9,Not Fraud
T02521,11.63,15,2,0,2,24.7,Not Fraud
T02262,43.42,3,12.8,0,2,17.9,Not Fraud
T03067,12.5,10,15.5,0,0,23.3,Fraud
T01698,74.93,20,3.4,1,3,18.8,Not Fraud
T03018,18.22,11,61,0,0,24.6,Not Fraud
T01097,36.04,1,20.9,0,2,47.6,Not Fraud
T02845,29.67,0,9.8,0,3,45.5,Not Fraud
T01726,17.64,11,6.6,0,3,17.8,Not Fraud
T02394,110.02,4,52.5,1,1,9.5,Fraud
T03495,21.85,4,11.4,0,0,19.6,Not Fraud
T03281,562.93,2,3.7,1,1,28.6,Not Fraud
T04717,4.83,3,20.6,0,4,25.8,Not Fraud
T01604,1.11,13,16.3,0,2,37.7,Not Fraud
T02601,10.49,18,15,0,2,5.2,Not Fraud
T02527,31.25,17,14.6,0,3,21.8,Not Fraud
T02126,13.12,13,1.4,0,2,50.4,Not Fraud
T00198,33.97,9,3,0,0,7.7,Not Fraud
T02709,21.81,14,9.8,0,4,1.8,Not Fraud
T00864,22.83,14,8.8,0,4,14.5,Not Fraud
T00749,42.9,16,7.8,0,4,40.1,Not Fraud
T03575,10.76,23,8.9,0,2,25.8,Not Fraud
T03969,26.21,19,2.9,0,1,46.5,Not Fraud
T02558,12.67,22,171.9,1,5,11.7,Fraud
T04041,79.37,20,7.1,0,2,38.7,Not Fraud
T00690,2.75,13,11.6,0,4,4.7,Not Fraud
