transaction_id,transaction_amount_usd,transaction_hour,distance_from_home_miles,is_foreign_transaction,transactions_last_24h,merchant_risk_score,fraud
T03151,86.58,8,4.2,0,3,16.5,
T04463,14.63,23,51.2,0,2,47.8,
T03958,14.81,23,3,0,1,31.7,
T03774,301.02,0,0.7,0,2,26.7,
T04661,11.61,8,3,0,1,27.5,
T04640,5.69,14,8.2,0,1,37.3,
T01107,30.75,9,27.2,0,0,40.1,
T03867,21.02,22,61.2,0,1,32.5,
T00409,38.51,19,1.8,0,2,49.6,
T04703,29.99,10,5.2,0,1,18.5,
T00859,42.79,17,24.8,0,3,22.7,
T00760,17.28,22,31,0,1,16.6,
T05000,21.11,18,2.7,0,2,11.4,
T03971,11.71,13,12.9,0,4,55.4,
T00194,4.03,5,5.6,0,4,64.2,
T03097,32.53,17,0.3,0,4,61.9,
T04669,90.89,11,16.9,0,1,10.8,
T04008,291.92,7,60.4,0,1,27.7,
T03140,60.82,8,28.2,0,2,17.8,
T01738,2.72,6,13.4,0,1,38.4,
T01584,9.44,2,59.1,0,1,35,
T02838,6.49,16,7.2,0,1,5.3,
T01843,20.28,2,14.5,0,1,19.3,
T03654,29.17,3,103.5,1,1,23.3,
T01158,259.26,3,0.8,0,1,38.5,
T02765,13.8,9,4.7,0,3,22.8,
T04536,30.92,17,6.8,0,3,7,
T03721,57.4,6,12.5,0,4,36.3,
T03728,59.58,22,18.4,0,2,7.7,
T03361,24.84,4,3.9,0,6,25,
T00166,47.97,18,34.3,0,8,38.8,
T00975,68.61,12,10,0,4,9.1,
T03087,22.65,11,4.7,1,1,36.5,
T02983,71.63,5,2.4,0,8,43.8,
T03999,19.39,5,4.5,0,3,24.5,
T03195,118.67,9,8.4,0,3,22.4,
T01112,17.12,4,2.8,0,3,20.5,
T01131,3.93,22,3.6,0,3,27.2,
T04354,5.31,7,85.1,0,2,19.6,
T00087,56.63,18,7.1,0,1,20.9,
T02172,66.19,14,2.9,0,4,39.9,
T03206,24.11,7,5,0,3,35.7,
T04132,30.83,23,9,0,0,6.1,
T01728,37.86,21,9.9,0,1,28.2,
T01269,15.08,20,33,0,1,60.5,
T03648,43.77,4,8.6,0,4,32.3,
T01549,129.17,22,66.9,0,1,17.8,
T02418,45.24,5,2.1,0,0,16.5,
T04468,75.92,23,41.8,0,0,28.1,
T04278,108.3,8,62.3,1,3,32.9,
T04504,17.32,6,7.5,0,5,34.1,
T00476,92.36,4,56.8,0,3,4.3,
T04493,31.79,17,1.1,1,3,2.1,
T04558,16.17,16,11.6,0,1,12.7,
T00832,26.66,1,9,0,5,14,
T04959,5.08,2,4.6,1,0,10.8,
T04449,9.27,15,314.4,0,3,2.6,
T00539,10.61,5,51.7,0,2,26.9,
T01659,16.4,20,5,1,5,17.5,
T03153,11.41,4,16,1,2,21.9,
T03125,42.2,9,33,0,2,44.6,
T04935,48.69,11,2.2,0,6,63.8,
T03106,6.06,1,7.3,0,3,12.4,
T00552,188.72,3,2.9,0,3,38.5,
T02650,36.49,4,38.1,0,3,40.9,
T03111,22.15,18,57,0,1,14,
T00497,78.96,7,8.7,1,2,12.1,
T00900,17.51,0,17.5,0,3,45.6,
T04455,14.68,2,6.2,0,4,30.7,
T01861,74.76,23,7.3,0,4,27.3,
T04066,40.36,19,2.5,0,0,33.9,
T00999,35.91,11,9.4,0,6,19.5,
T01681,26.66,12,1.5,0,3,47.1,
T04287,6.23,20,10.7,1,2,33.5,
T03456,18.15,2,3.8,0,2,34.8,
T04699,46.67,5,25.4,1,1,9.8,
T00147,39.71,6,7.9,0,4,5.1,
T00334,504.93,18,0.5,0,0,18.8,
T04213,151.73,16,3.2,0,1,16.2,
T04962,27.23,10,14.2,0,3,12,
T03162,5.49,12,55.8,0,2,24.7,
T04696,7.34,13,8.6,0,5,30.6,
T04678,20.17,21,8.6,0,0,35.3,
T03861,102.58,11,12.8,0,1,33.7,
T02101,30.74,22,64.5,0,4,5.5,
T01079,33.31,3,76.7,0,0,28.9,
T02049,75.85,17,2.9,0,1,14.3,
T00517,30.28,8,4,0,2,27.9,
T04901,10.49,12,14.9,0,3,51.5,
T04052,5.45,22,33,0,0,26.7,
T01961,21.6,10,5.8,0,3,20.7,
T03854,54.13,4,3.1,0,2,42.4,
T01979,9.14,15,49.4,0,2,35.8,
T03707,100.39,12,14.7,0,2,19.8,
T00809,43.88,20,8.3,0,3,44.5,
T04838,96.53,12,12.2,0,2,26.7,
T00704,20.07,14,2.8,0,4,19.2,
T03768,41.51,22,1.2,0,0,14.6,
T01464,147.92,13,11.2,0,0,29.6,
T02438,103.47,22,15.9,0,10,41.6,
T01504,274.21,17,8.8,0,3,29.3,
T02510,96.69,16,23.5,0,4,18.7,
T03550,197.99,23,1,0,5,62.4,
T00359,16.89,20,4.6,0,1,14.7,
T01683,20.67,12,24.1,0,4,29.3,
T01972,14.64,21,2.7,0,0,45.7,
T04547,83.65,7,62.2,0,0,20.9,
T02759,35.81,17,2.8,0,3,62.5,
T00152,42.93,6,8.1,0,3,53.9,
T00856,76.13,3,146.3,0,4,44,
T01365,33.51,5,1,0,0,22.5,
T02576,34.19,14,63.1,0,1,10.4,
T03469,44.74,22,36.7,0,2,7.2,
T01905,32.11,14,35.3,0,3,22.8,
T01886,9.07,5,8.5,0,4,15.9,
T03161,30.87,1,17.6,0,4,52.8,
T02043,308.76,8,6.5,0,2,41.6,
T04656,24.24,21,2.5,0,4,38.2,
T01837,9.99,13,2.8,0,0,2.8,
